,Text
22,"['Petitioner:', 'Delhi', 'Judicial', 'Service', 'Association', 'Tis', 'Hazaricourt,', 'Delhi', 'Et', 'Vs.', 'Respondent:', 'State', 'Of', 'Gujarat', 'And', 'Ors.', 'Etc-Etc.', 'Date', 'Of', 'Judgment']"
23,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'For', 'Rajasthan', 'At', 'Jaipur', 'Bench,', 'Jaipur', 'S.B.', 'Civil', 'Writ', 'Petition', 'No.2581/2015', 'K', 'Ramnarayan-Petitioner', 'vs.', 'Shri', 'Pukhraj-Respondent', 'with', 'S.B.', 'Civil', 'Writ', 'Petition', 'No.3925/2015', 'Bhagwan', 'Sahai-Petitioner', 'Vs.', 'Satyanarayan', 'Maheshwari-Respondent', 'with', 'S.B.', 'Civil', 'Writ', 'Petition', 'No.2655/2015', 'M/s.', 'Ganeshdas', 'Gyanchand', 'Munot', '&', 'Anr.-Petitioners', 'vs.', 'Heera', 'Lal', 'Peepada-Respondent', 'with', 'S.B.', 'Civil', 'Writ', 'Petition', 'No.3926/2015', 'Ramesh', 'Chand-Petitioner', 'vs.', 'Satyanarayan', 'Maheshwari-Respondent', 'with', 'S.B.', 'Civil', 'Writ', 'Petition', 'No.3968/2015', 'Kailash', 'Chand-Petitioner', 'Vs.', 'Satyanarayan', 'Maheshwari-Respondent', 'with', 'S.B.', 'Civil', 'Writ', 'Petition', 'No.5072/2015', 'Shri', 'Pankaj', 'Kumar', 'Lodha-Petitioner', 'Vs.', 'Amarchand', '&', 'Ors.-Respondents', 'Date', 'of', 'Judgment', '::', '18/05/2015', ""Hon'ble"", 'Ms.', 'Justice', 'Bela', 'M.', 'Trivedi', 'Mr.', 'M.M.', 'Ranjan,', 'Sr.', 'Counsel', 'assisted', 'by', 'Mr.', 'Saurabh', 'Bhandari,', 'Mr.', 'B.L.', 'Agarwal,', 'Mr.', 'Alok', 'Chaturvedi,', 'Mr.', 'M.A.', 'Khan,', 'for', 'the', 'petitioners.', 'Mr.', 'J.P.', 'Gupta,', 'Miss', 'Shikha', 'Parnami,', 'Mr.', 'Anil', 'Mehta,', 'for', 'the', 'respondents.', 'Judgment']"
24,"['1', 'R', 'In', 'The', 'High', 'Court', 'Of', 'Karnataka', 'At', 'Bangalore', 'Dated', 'the', '3rd', 'day', 'of', 'August', '2012', ':Before:', ""Hon'Ble"", 'Mr.Justice', ':', 'V.Jagannathan', 'Writ', 'Petition', 'No.', '14047', '/', '2012', '(Gm-Res)', 'Between', ':', 'Sri', 'B.V.Acharya,', 'Senior', 'Advocate,', 'S/o', 'late', 'Ramachandra', 'Acharya,', 'Aged', 'about', '78', 'years,', 'No.42,', '5th', 'Main', 'Road,', 'Jayamahal', 'Extension,', 'Bangalore', '-', '560', '046.', '...Petitioner', '(', 'By', 'Sri', 'R.N.Narasimhamurthy', '&', 'Sri', 'Ashok', 'Harnahalli,', 'Senior', 'Advocates,', 'along', 'with', 'Sri', 'Sreenivas', 'Rao,', 'Sri', 'Vishal', 'Badni,', 'Sri', 'Shahul', 'Hameed', 'and', 'Sri', 'Sandesh', 'J.Chouta,', 'Advocates.', ')', 'And:', '1.', 'Sri', 'N.Venkateshaiah,', 'S/o', 'late', 'Narayanappa,', 'Aged', 'about', '94', 'years,', 'No.7,', 'Shivaganga', 'Mutt', 'Road,', 'Chamarajapete,', 'Bangalore-18.', '2.', 'The', 'State', 'by', 'Lokayuktha', 'Police,', 'Bangalore,', 'represented', 'by', 'the', 'Public', 'Prosecutor,', 'High', 'Court', 'Buildings,', 'Bangalore.', '...Respondents', '(', 'By', 'Sri', 'Ramesh', 'Gupta,', 'Senior', 'Advocate,', 'along', 'with', 'Sri', 'B.Rajendra', 'Prasad,', 'Advocate,', '&', 'Sri', 'Shivananda', 'Raj', 'for', 'Kochhar', '&', 'Co.,', 'Advocates', 'for', 'R-1.', 'Sri', 'B.A.Belliappa,', 'Advocate', 'for', 'R-2.', ')', '2', 'Writ', 'Petition', 'filed', 'under', 'Articles', '226', 'and', '227', 'of', 'the', 'Constitution', 'of', 'India', 'read', 'with', 'Section', '482', 'of', 'the', 'Cr.P.C.', 'praying', 'to', 'issue', 'a', 'writ', 'of', 'certiorari', 'quashing', 'the', 'impugned', 'order', 'dated', '21.4.2012', 'in', 'P.C.R.No.', '19/2012', 'passed', 'by', 'the', 'Court', 'of', 'the', 'Xxiii', 'Addl.', 'City', 'Civil', '&', 'Sessions', 'Judge', '(Special', 'Court,', 'Lokayuktha),', 'Bangalore,', 'and', 'also', 'to', 'quash', 'the', 'complaint,', 'which', 'is', 'the', 'basis', 'of', 'the', 'said', 'case.', 'This', 'petition', 'coming', 'on', 'for', 'orders', 'this', 'day,', 'the', 'court', 'made', 'the', 'following', ':', 'Order']"
25,"['In', 'The', 'Court', 'Of', 'Sh.', 'Reetesh', 'Singh,', 'Asj-02/Ftc', 'New', 'Delhi', 'District', 'Patiala', 'House', 'Courts,', 'Delhi', 'Crl.', 'Appeal', 'No.', '16/2014', 'I.D.', 'No', '02403R0071782014', 'Masood', 'Paracha', 'S/o', 'Sh.', 'Siraj', 'Paracha', 'R/o', '2148,', 'Kucha', 'Dakhani', 'Rai,', 'Pataudi', 'House,', 'Daryaganj,', 'New', 'Delhi.', '......Appellant', 'Versus', 'State', '(Nct', 'of', 'Delhi)', '......', 'Respondent', 'Date', 'of', 'institution', 'of', 'the', 'case', ':', '06.05.2014', 'Date', 'of', 'reservation', 'of', 'order', ':', '12.09.2014', 'Date', 'of', 'announcement', 'of', 'Judgment', ':', '30.09.2014', 'Judgment']"
26,"['In', 'The', 'Court', 'Of', 'Shri', 'Arun', 'Kumar,', 'Metropolitan', 'Magistrate:Dwarka', 'Courts:New', 'Delhi', 'Cc', 'No:', '308/13', 'Unique', 'Case', 'Id', 'No:', '02405Ro202512013', 'Sunni', 'Kadian', 'S/o', 'Late', 'Shri', 'Kharak', 'Singh', 'R/o', 'Rz-55,', 'B', 'Block,', 'Old', 'Roshan', 'Pura', 'Extn.,', 'Najafgarh', 'New', 'Delhi-110043', '...........Complainant', 'Versus', 'Ashok', 'Kumar', 'S/o', 'Late', 'Shri', 'Khajan', 'Singh,', 'R/o', '3/D,', 'New', 'Roshan', 'Pura', 'Extn.,', 'Ration', 'Office', 'Wali', 'Gali,', 'Najafgarh.', 'New', 'Delhi-110043', '...............Accused', 'Offence', 'Complained', 'of', 'or', 'proved', ':', 'Under', 'section', '138', 'of', 'Negotiable', 'Instruments', 'Act,', '1881', 'Plea', 'of', 'the', 'Accused', ':', 'Pleaded', 'not', 'guilty', 'Date', 'of', 'filing', ':', '25.06.2013', 'Date', 'of', 'Institution', ':', '26.06.2013', 'Date', 'of', 'reserving', 'judgment/order', ':', '04.01.2014', 'Final', 'Order/Judgment', ':', 'Acquitted', 'Date', 'of', 'pronouncement', ':', '10.01.2014', 'Judgment']"
27,"['1', 'Sa', 'No.908', 'of', '2012', 'High', 'Court', 'Of', 'Madhya', 'Pradesh', ';', 'Jabalpur', 'S.A.No.', '908', 'of', '2012', 'Madhu', 'Janiyani', 'Vs.', 'State', 'of', 'M.P', 'For', 'the', 'Appellant', ':', 'Shri', 'Naman', 'Nagrath,', 'Senior', 'Advocate', 'assisted', 'by', 'Shri', 'Himanshu', 'Mishra', 'Advocate.', 'For', 'the', 'Respondent', ':', 'Smt', 'Sharda', 'Dubey,', 'Pl.', 'Order']"
28,"['1', '®', 'In', 'The', 'High', 'Court', 'Of', 'Karnataka', 'At', 'Bangalore', 'Dated', 'This', 'The', '30th', 'Day', 'Of', 'July', '2012', 'Before', 'The', ""Hon'Ble"", 'Mr.Justice', 'Jawad', 'Rahim', 'Crl.', 'R.P.', 'No.1262/2008', 'Between:', '1.', 'Smt', 'J.Umadevi,', 'W/O', 'N.Rathnakar', 'Babu,', 'Aged', 'About', '31', 'Years,', 'Residing', 'At', 'No.758,', '8Th', 'Cross,', '5Th', 'Main,', 'R.T.Nagar,', 'Bangalore', '2.', 'Smt.J.Usha,', 'W/O', 'Ravishankar', 'Raju,', 'Aged', 'About', '29', 'Years,', 'Residing', 'At', 'No.107,', '""Priyadarshini', 'Apartment"",', '1St', 'Floor,', '1St', 'Stage,', 'Indiranagar,', 'Bangalore', '...', 'Petitioners', '(By', 'Sri', 'M.S.Rajendraprasad,', 'Adv.,)', 'And:', 'State', 'Of', 'Karnataka', 'By', 'Indiranagar', 'Police,', 'Bangalore', '...', 'Respondent', '(By', 'Sri', 'Raja', 'Subramanya', 'Bhat,', 'Hcgp.,)', '2', 'This', 'Crl.Rp', 'Filed', 'Under', 'Section', '401', 'Cr.P.C', 'Praying', 'To', 'Set', 'Aside', 'The', 'Order', 'Dated', '13.08.2008', 'Passed', 'By', 'The', 'X', 'Addl.', 'Cmm.,', 'Mayo', 'Hall,', 'Bangalore', 'In', 'C.C.No.22101/2007,', 'So', 'Far', 'As', 'The', 'Petitioners', 'Are', 'Concerned', 'And', 'Consequently', 'Discharge', 'The', 'Petitioners.', 'This', 'Revision', 'Petition', 'Coming', 'On', 'For', 'Dictating', 'Orders', 'This', 'Day,', 'The', 'Court', 'Made', 'The', 'Following:', 'Order']"
29,"['Petitioner:', 'R.', 'Pandian', 'And', 'Anothera.', 'Deivendran', 'Son', 'Of', 'M.', 'Ammavasithevar', 'Vs.', 'Respondent:', 'State', 'Of', 'Tamil', 'Naduthrough', 'The', 'Secretary,', 'Department', 'Of', 'Home', 'Date', 'Of', 'Judgment']"
30,"['In', 'the', 'Court', 'of', 'Sh.', 'Vimal', 'Kumar', 'Yadav,', 'Additional', 'Sessions', 'Judge\xadII,', 'South', 'District,', 'Saket', 'Court,', 'Delhi.', 'Session', 'Case', 'No.', '59/2013', 'In', 'the', 'matter', 'of', ':', 'State', 'Versus', '1.', 'Ram', 'Srijan', 'Bhagat', 'Kori,', 'S/o', 'late', 'Chatu', 'Ram,', 'R/o', 'H.', 'No.619,', 'Gali', 'No.7B,', 'Shambhav', 'Colony,', 'Mandi', 'Pahari,', 'Delhi.', '2.', 'Chanderwati', 'Devi', 'W/o', 'Ram', 'Srijan', 'Bhagat', 'Kori,', 'R/o', 'H.', 'No.619,', 'Gali', 'No.7B,', 'Shambhav', 'Colony,', 'Mandi', 'Pahari,', 'Delhi.', '3.', 'Urmila,', 'D/o', 'Ram', 'Srijan', 'Bhagat', 'Kori,', 'R/o', 'H.', 'No.619,', 'Gali', 'No.7B,', 'Shambhav', 'Colony,', 'Mandi', 'Pahari,', 'Delhi.', 'Fir', 'No.', ':', '11/2012.', 'Police', 'Station', ':', 'Fatehpur', 'Beri.', 'Under', 'section.', ':', '308/34', 'Ipc.', 'Date', 'of', 'assignment', ':', '23.03.2013.', 'Reserved', 'for', 'order', 'on', ':', '17.05.2014.', 'Date', 'of', 'decision', ':', '31.05.2014.', 'State', 'v.', 'Ram', 'Srijan', 'Bhagat', '&', 'Ors.,', 'Fir', 'No.', '11/2012.', 'Page', '1', 'of', '20', 'Judgment']"
31,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'WP(C).No.', '15339', 'of', '2007(A)', '1.', 'Vikram', 'Sarabhai', 'Educational', 'Trust', '&', '...', 'Petitioner', 'Vs', '1.', 'University', 'Of', 'Calicut,', '...', 'Respondent', '2.', 'The', 'Vice', 'Chancellor,', 'For', 'Petitioner', ':Sri.George', 'Poonthottam', 'For', 'Respondent', ':Sri.Alexander', 'Thomas,Sc,Kpsc', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'K.Balakrishnan', 'Nair', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'A.K.Basheer', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'P.N.Ravindran', 'Dated', ':23/05/2008', 'O', 'R', 'D', 'E', 'R', 'K.Balakrishnan', 'Nair,', 'A.K.Basheer', '&', 'P.N.Ravindran,', 'Jj.', '-----------------------------------------', 'W.P.(C)', 'No.15339', 'Of', '2007-A', '-----------------------------------------', 'Dated', '23rd', 'May,', '2008.', 'Judgment']"
32,"['Honble', 'Sri', 'Justice', 'Ashutosh', 'Mohunta', 'And', 'Honble', 'Sri', 'Justice', 'M.', 'Satyanarayana', 'Murthy', 'M.A.C.M.A.', 'No.2332', 'Of', '2011', 'and', 'batch', '02-04-2014', 'M/s.', 'Bajaj', 'Allianz', 'General', 'Insurance', 'Company', 'Limited,Rep.', 'by', 'its', 'Deputy', 'Manager', '(Legal),', '3-6-111/8,', 'Ii', 'Floor,', 'Far', 'East', 'Plaza,', 'Street', 'No.18,', 'Himayath', 'Nagar,', 'Hyderabad.', '-....Appellant.', 'Smt.', 'Manju', 'Devi,', 'W/o.Late', 'Yogendar', 'Kumar', 'Rai,', 'Age', '42', 'Years,', 'Household,', 'H.', 'No.3-', '5-1415/A,', 'Barkathpura,', 'Hyderabad', 'and', 'four', 'others.', '-', '-Respondents.', 'Counsel', 'for', 'Appellant/s:Mr.', 'T.', 'Mahender', 'Rao.', 'Mr.', 'Kota', 'Subba', 'Rao.', '.', 'Counsel', 'for', 'Respondent/s', ':', 'Mr.', 'R.G.', 'Siva', 'Kumar.', 'Mr.', 'P.', 'Ramakrishna', 'Reddy.', 'Mr.', 'T.', 'Mahender', 'Rao.', '<Gist', ':', '>Head', 'Note:', '?Cases', 'referred', ':', '1.', '(2009)', '6', 'Scc', '121', '2.', '2004', 'Acj', '1', '3.', '2006', '(6)', 'Alt', '147', '4.', 'Air', '2012', 'Sc', '3104', '5.', 'Manu/Hp/1314/2010', '6.', '2013', 'Acj', '145', '7.', '2004', '13', 'Scc', '224', '8.', '2010', '(4)', 'Ald', '531', '(Db)', '9.', '2013', 'Acj', '1403', 'Honble', 'Sri', 'Justice', 'Ashutosh', 'Mohunta', 'And', 'Honble', 'Sri', 'Justice', 'M.', 'Satyanarayana', 'Murthy', 'M.A.C.M.A.', 'Nos.2332', 'Of', '2011', '&', '1898', 'Of', '2012', 'This', 'Court', 'made', 'the', 'following', ':', 'Common', 'Judgment']"
33,"['*', 'In', 'The', 'High', 'Court', 'Of', 'Delhi', 'At', 'New', 'Delhi', 'Date', 'of', 'Reserve:', 'December', '11,', '2008', 'Date', 'of', 'Order:', 'February', '18,', '2009', '+', 'Cm(M)', '133/1999', '%', '18.02.2009', 'Raghbir', 'Singh', '...Petitioner', 'Through:', 'Mr.', 'K.D.', 'Kaushal,', 'Advocate', 'Versus', 'Sheela', 'Wanti', '&', 'Anr', '...Respondents', 'Through:', 'Mr.', 'G.D.', 'Chopra,', 'Advocate', 'Justice', 'Shiv', 'Narayan', 'Dhingra', '1.', 'Whether', 'reporters', 'of', 'local', 'papers', 'may', 'be', 'allowed', 'to', 'see', 'the', 'judgment?', 'Yes.', '2.', 'To', 'be', 'referred', 'to', 'the', 'reporter', 'or', 'not?', 'Yes.', '3.', 'Whether', 'judgment', 'should', 'be', 'reported', 'in', 'Digest?', 'Yes.', 'Judgment']"
34,"['Case', 'No.:', 'Appeal', '(civil)', '5453', 'of', '2003', 'Petitioner:', 'The', 'Divisional', 'Controller,', 'Ksrtc', 'Respondent:', 'Vs.', 'Mahadeva', 'Shetty', 'and', 'Anr.', 'Date', 'Of', 'Judgment']"
35,"['In', 'the', 'Court', 'of', 'Ms.', 'Kaveri', 'Baweja', 'Additional', 'Sessions', 'Judge\xad', 'Special', 'Ftc', '-', '2', '(Central)', 'Tis', 'Hazari', 'Courts:', 'Delhi.', 'Sessions', 'Case', 'No.', ':', '09/13', 'Unique', 'Id', 'No.', ':', '02401R0553072012', 'State', 'versus', 'Gaurav', 'Maggo', 'S/o', 'Sh.Ashok', 'Kumar', 'Maggo', 'R/o', 'C\xad83,', 'Gandhi', 'Vihar,', 'Delhi.', 'Case', 'arising', 'out', 'of:', 'Fir', 'No.', ':', '111/12', 'Police', 'Station', ':', 'Timarpur', 'Under', 'Section', ':', '376/417', 'Ipc', 'Judgment', 'reserved', 'on', ':', '17.02.2014', 'Judgment', 'pronounced', 'on', ':', '22.02.2014', 'Judgment']"
36,"['In', 'The', 'Court', 'Of', 'The', 'Xii', 'Addl.', 'City', 'Civil', 'And', 'Sessions', 'Judge', '(CCH.No.27),', 'At', 'Bangalore.', 'Present:Sri.Bhairappa', 'Shivaling', 'Naik,', 'B.Com.,LL.B.(Spl),', 'Xii', 'Addl.City', 'Civil', '&', 'Sessions', 'Judge,', 'Bangalore.', 'Dated:', 'This', 'The', '23Rd', 'Day', 'Of', 'July', '2015', 'O.S.No.1401/2010', 'Plaintiff:-', 'Shri.Ramaraj,', 'S/o.Sri.Kempaiah,', 'Age', '68', 'years,', 'R/at:', 'Mathrusree,', 'No.21/32,', '1st', 'Main,', '5th', 'Cross,', 'Bhyataranapura,', 'Mysore', 'Road,', 'Bangalore', '-560', '026.', '(By', 'Sri.', 'Ashok', 'B.Patil,', 'Advocate)', '-Vs-', 'Defendants:-', '1.', 'Thimmegowda,', 'S/o.Mariyappa,', 'Aged', 'about', '47', 'years,', 'R/at', 'No.101/B,', '20th', 'Main', 'Road,', 'Marenahalli,', 'Vijayanagar,', 'Bangalore-560', '040.', '2', 'O.S.No.1401/2010', '2.', 'Smt.Mahadevamma,', 'w/o.', 'Chunetinikar', 'aged', 'about', '61', 'years,', 'R/at.Basaweshawara', 'Nilaya,', 'Manjunatha', 'Nagara,', 'Kytsandra', 'Post,', 'Tumkur.', 'Or', 'No.3,', 'Barline,', 'Dar', 'Quarters,', 'Tumkur.', '3.', 'Smt.M.Saroja,', 'w/o.K.C.Lakshminarayana,', 'aged', 'about', '51', 'years,', 'r/at.', 'No.R-23,', 'Car', 'Police', 'Quarters,', 'Sirsi', 'Circle,', 'Mysore', 'road,', 'Bengaluru', '-560018.', '(Deft.1', 'by', 'Sri.CS', 'Defts.2', '&3', 'by', 'Sri.C.Venkatesha-', 'Advocates)', 'Date', 'of', 'Institution', 'of', 'the', 'suit', ':', '26/02/2010', 'Nature', 'of', 'the', 'suit', ':', 'Declaration', 'and', 'Mandatory', 'Injunction', 'Date', 'of', 'commencement', 'of', 'recording', 'of', 'the', 'evidence', ':', '13/10/2011', '3', 'O.S.No.1401/2010', 'Date', 'on', 'which', 'the', 'Judgment', 'was', 'pronounced', ':', '23/07/2015', 'Total', 'Duration', 'Years', 'Months', 'Days', ':', '05', '04', '27', '(Bhairappa', 'Shivaling', 'Naik)', 'Xii', 'Addl.', 'City', 'Civil', '&', 'Sessions', 'Judge,', 'Bangalore', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
37,"['Petitioner:', 'Union', 'Of', 'India', 'Vs.', 'Respondent:', 'Shri', 'Gopal', 'Chandra', 'Misra', 'And', 'Ors.', 'Date', 'Of', 'Judgment']"
38,"['S.', 'S.', 'Sangwan', 'vs.', 'Rajender', 'Kumar', 'Bansal', 'Cc.', 'No.', '3116/12', 'In', 'The', 'Court', 'Of', 'Ms.', 'Swati', 'Katiyar,', 'Metropolitan', 'Magistrate-05', '(Ni', 'Act),', 'Dwarka', 'Courts,', 'Delhi', 'Cc', 'No.', '3116/12', 'Id', 'No.', '02405R0227002010', 'Sh.', 'S.', 'S.', 'Sangwan', 's/o', 'Sh.', 'P.', 'S.', 'Sangwan', 'R/o', 'H.', 'No.', 'Rzf2/113,', 'Gali', 'No.', '5,', 'F2', 'Block,', 'Nasirpur', 'Road,', 'Mahavir', 'Enclave', 'Ph-I,', 'Palam,', 'New', 'Delhi-110045', '...........Complainant', 'Vs.', 'Sh.', 'Rajender', 'Kumar', 'Bansal', 's/o', 'Sh.', 'Tulsi', 'Ram', 'Bansal', 'r/o-426,', 'Paschim', 'Puri', 'Sikendra,', 'Agra,', 'Up-282007', '..................Accused', 'Date', 'of', 'Institution', ':', '15.09.2010', 'Offence', 'Complained', 'of', ':', 'u/s', '138', 'Negotiable', 'Instruments', 'Act,', '1881', 'Plea', 'of', 'Accused', ':', 'Not', 'Guilty', 'Date', 'of', 'Reserving', 'order', ':', '18.12.2013', 'Date', 'of', 'Decision', ':', '04.01.2014', 'Decision', ':', 'Acquitted', 'Judgment']"
39,"['In', 'The', 'Court', 'Of', 'The', 'Ix', 'Addl.', 'Small', 'Causes', 'And', 'Addl.', 'Mact.,', 'Bangalore,', '(Scch-7)', 'Dated', 'this,', 'the', '29th', 'day', 'of', 'September,', '2015.', 'Present', ':', 'Smt.Indira', 'Mailswamy', 'Chettiyar,', 'B.Com.,', 'Ll.B.', '(Spl.),L.L.M.,', 'Ix', 'Addl.', 'Small', 'Causes', 'Judge', '&', 'Xxxiv', 'Acmm,', 'Court', 'of', 'Small', 'Causes,', 'Member,', 'Mact-7,', 'Bangalore.', 'M.V.C.No.7875/2012', '1.', 'Smt.Ningamma', '@', 'Lingamma,', '.....', 'Petitioners', 'W/o', 'Late', 'B.H.Gangadharaiah,', 'Aged', 'about', '62', 'years,', 'R/at', 'No.45,', '2nd', 'Main', 'Road,', 'Raghava', 'Nagar,', 'New', 'Timber', 'Yard', 'Layout,', 'Bangalore-560026.', 'Her', 'Native', 'Place', 'Address', ':', 'No.86,', 'Byadagere,', 'Kunigal', 'Taluk,', 'Tumkur', 'District.', '(By', 'Sri.', 'Venkatesha', 'Naidu.', 'R.,', 'Adv.,)', 'V/s', '.....Respondents', '1.', 'District', 'Health', 'Family', 'Welfare', 'Officer', '(D.H.W.O.),', 'C/o', 'G.V.K.', 'Emergency', 'Management', '&', 'Research', 'Institute,', 'S.T.D.C.', 'Housing', 'Board', 'Colony,', 'Opp.', 'Govt.', 'Unani', 'Medical', 'College,', 'G.M.S.', 'Compound,', 'Magadi', 'Road,', 'Bangalore-560079.', '2.', 'United', 'India', 'Insurance', 'Co.', 'Ltd.,', 'Regional', 'Office,', 'M.V.C.No.7875/2012', '2', '(Scch-7)', '6th', 'Floor,', 'Krishi', 'Bhavan,', 'Hudson', 'Circle,', 'Bangalore-560001.', '(Policy', 'No.241400/31/11/01/00014183', 'Valid', 'from', '16.11.2011', 'to', '15.11.2012)', '3.', 'Thammaiah', 'S/o', 'Late', 'Rangaiaha,', 'No.30,', '8th', 'Main,', '9th', 'Cross,', 'Agrahara', 'Dasarahalli,', 'Magadi', 'Road,', 'Bangalore-79.', '(Owner', 'of', 'Motor', 'Bike', 'bearing', 'No.KA-02-', 'Ee-1890)', '(R-1', 'and', 'R-3', 'Exparte)', '(R-2', 'By', 'Sri.', 'L.', 'Sreekanta', 'Rao,', 'Adv.,)', 'Judgment']"
40,"['Patna', 'High', 'Court', 'Cr.', 'App', '(Db)', 'No.404', 'of', '2008', 'dt.16-07-2012', '1', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Patna', 'Criminal', 'Appeal', '(Db)', 'No.404', 'of', '2008', '===================================================', 'Manish', 'Kumar', 'son', 'of', 'Parsuram', 'Thakur,', 'resident', 'of', 'village', 'Repura,', 'P.S.Sakara,', 'District', 'Muzaffarpur', '....', '....', 'Appellant/s', 'Versus', 'The', 'State', 'Of', 'Bihar', '...', '....', 'Respondent/s', 'with', 'Criminal', 'Appeal', '(Db)', 'No.', '409', 'of', '2008', '===================================================', 'Chandan', 'Kumar', 'son', 'of', 'Ram', 'Binoy', 'Thakur,', 'resident', 'of', 'village', 'Harpur,', 'P.S.Sakra,', 'District', 'Muzaffarpur', '....', '....', 'Appellant/s', 'Versus', 'The', 'State', 'Of', 'Bihar', '....', '....', 'Respondent/s', 'with', 'Criminal', 'Appeal', '(Db)', 'No.', '426', 'of', '2008', '===================================================', 'Nagendra', 'Mishra', 'son', 'of', 'Gaya', 'Mishra,resident', 'of', 'village', 'Sutihara,', 'P.S.Mushahari,', 'District', 'Muzaffarpur', '....', '....', 'Appellant/s', 'Versus', 'The', 'State', 'Of', 'Bihar', '....', '....', 'Respondent/s', 'with', 'Criminal', 'Appeal', '(Db)', 'No.', '473', 'of', '2008', '===================================================', 'Pankaj', 'Kumar', 'Thakur', 'son', 'of', 'Ram', 'Chandra', 'Thakur,', 'resident', 'of', 'village', 'Repura,', 'P.S.Sakara,', 'District', 'Muzaffarpur', '....', '....', 'Appellant/s', 'Versus', 'The', 'State', 'Of', 'Bihar', '....', '....', 'Respondent/s', 'with', 'Criminal', 'Appeal', '(Db)', 'No.', '607', 'of', '2008', '===================================================', 'Nanhaki', 'Chaudhary', 'son', 'of', 'Maksudan', 'Chaudhary,', 'resident', 'of', 'village', 'Dhali,', 'P.S.', 'Sakara,', 'District', 'Muzaffarpur', '....', '....', 'Appellant/s', 'Versus', 'The', 'State', 'Of', 'Bihar', '....', '....', 'Respondent/s', 'All', 'the', 'above', 'five', 'appeals', 'are', 'against', 'the', 'judgment', 'of', 'conviction', 'dated', '19.03.2008', 'and', 'order', 'of', 'sentence', 'dated', '28.03.2008', 'passed', 'by', 'Sri', 'Ram', 'Chandra', 'Sahni,', 'Additional', 'Sessions', 'Judge,', 'Fast', 'Track', 'Court', 'No.', 'Ii,', 'Muzaffarpur', 'in', 'Sessions', 'Trial', 'No.', '325', 'of', '2002.', '------------', 'Appearance', ':', '(In', 'Cr.App', '(Db)', 'No.404', 'of', '2008)', 'For', 'the', 'Appellant/s', ':Mr.Saravan', 'Kumar,', 'Sr.', 'Advocate', 'Mr.Pramod', 'Kumar', '(In', 'Cr.', 'App', '(Db)', 'No.409', 'of', '2008)', 'For', 'the', 'Appellant/s', ':Mr', 'Saravan', 'Kumar,', 'Sr.', 'Advocate', 'Patna', 'High', 'Court', 'Cr.', 'App', '(Db)', 'No.404', 'of', '2008', 'dt.16-07-2012', '2', 'Mr.', 'Ambuj', 'Nayan', 'Chaubey', 'Mr.', 'Siddharth', 'Harsh', '(In', 'Cr.App', '(Db)', 'No.426', 'of', '2008)', 'For', 'the', 'Appellant/s', ':Mr.Kailash', 'Nath', 'Diwakar,Advocate', '(In', 'Cr.', 'App', '(Db)', 'No.473', 'of', '2008)', 'For', 'the', 'Appellant/s', ':Mr.', 'Shakeel', 'Ahmad', 'Khan,Sr.Advocate', '(In', 'Cr.', 'App', '(Db)', 'No.607', 'of', '2008)', 'For', 'the', 'Appellant/s', ':', 'Mr.', 'Punam', 'Srivastava', 'Mr.', 'Gyanendra', 'Kumar', 'Singh', 'Mr.', 'Pradeep', 'Kumar', 'Sinha', 'For', 'the', 'Respondent/s:', 'Mr.', 'Ashwini', 'Kumar', 'Sinha,', 'App', '(in', 'all', 'the', '5', 'appeals)', '===================================================', 'Coram:', 'Honourable', 'Mr.', 'Justice', 'Shyam', 'Kishore', 'Sharma', 'And', 'Honourable', 'Mr.', 'Justice', 'Amaresh', 'Kumar', 'Lal', 'Oral', 'Judgment']"
