,overall_text,start,end,text,label
113,"For all that each accused knew, the separate blows he dealt were alleged in the charge to he the fatal ones, because that is implied by Section 221 (5), Criminal Procedure Code, But the fact was that although the deceased had 22 items of injuries, only 3 on the head were grievous and the remaining 10 were simple i.e., did not even endanger life.","[136, 153]","[151, 176]","['Section 221 (5)', 'Criminal Procedure Code']","['PROVISION', 'STATUTE']"
114,"and was chased by the public, but he escaped.",[],[],[],[]
115,The object was to verify claims of these displaced persons from West Pakistan in respect of their properties left behind by them in West Pakistan at the time of their return to India.,"[64, 132, 177]","[77, 145, 182]","['West Pakistan', 'West Pakistan', 'India']","['GPE', 'GPE', 'GPE']"
116,"The oral evidence on this point I consists of the deposition of claimant Jagalia, Ex, 38, that of claimant Ditia, Ex. 39 and the driver Shabhai, Ex. 44.","[73, 107, 136]","[80, 112, 143]","['Jagalia', 'Ditia', 'Shabhai']","['PETITIONER', 'WITNESS', 'WITNESS']"
117,"If it is not, then Section 22 was no bar to the maintainability of the suit.",[19],[29],['Section 22'],['PROVISION']
118,The said Yogas arc not merely thcorization in the metaphysical spheres but have a tremendous bearing in the pragmatic world.,[],[],[],[]
119,"Accordingly, we reverse the order of the Tribunal in both the cases on this point.",[],[],[],[]
120,"Rs. 10 lacs for a period of 6 years Deposition of awarded amount with STATE BANK OF INDIA, Saket Court Branch, New Delhi.","[70, 111]","[109, 120]","['STATE BANK OF INDIA, Saket Court Branch', 'New Delhi']","['ORG', 'GPE']"
121,In such an event also there was no occasion for the plaintiffs to rebook the said consignments from Gaya to Ranchi under fresh consignments notes.,"[100, 108]","[104, 114]","['Gaya', 'Ranchi']","['GPE', 'GPE']"
122,"Where a defendant denies an allegation of fact in the plaint, he must not do so evasively, but answer the point of substance.",[],[],[],[]
123,"As was said in State of Rajasthan v. S. Chawla, (1959) Supp 1 SCR 904 = (AIR 1959 SC 544) the entries in the lists must be regarded as enumeratio simplex of broad categories.",[15],[89],"['State of Rajasthan v. S. Chawla, (1959) Supp 1 SCR 904 = (AIR 1959 SC 544)']",['PRECEDENT']
124,"However, it is always necessary to remember in that connection the observations of Parke, B. in (1834) 149 ER 1044 already referred to which not only define what a privileged occasion is but also the principle on which it is based.","[83, 96]","[92, 114]","['Parke, B.', '(1834) 149 ER 1044']","['OTHER_PERSON', 'CASE_NUMBER']"
125,"Merely because the stone slab was not plastered, the evidence regarding recovery cannot be doubted.",[],[],[],[]
126,"The Investigating Officer, Himatgiri Gosai, was examined and police statement of Laljibhai was duly proved through his evidence.","[27, 81]","[42, 90]","['Himatgiri Gosai', 'Laljibhai']","['WITNESS', 'OTHER_PERSON']"
127,The court mentions that accordingly it recorded first answer given by the witness.,[],[],[],[]
128,It has been submitted that the those witnesses were none else but accomplices and were induced by Navy by continuously placing the orders on them despite discovery of story of so-called illegal gratifications allegedly paid by them to the petitioner.,[],[],[],[]
129,"Apart from the compensation for acquisition of the said premises, the assessee received a sum of Rs. 2 lakhs from the State on account of mesne profits for the use and occupation of the said premises by the erstwhile tenant.",[],[],[],[]
130,"

21. Section 173(8) is a new provision introduced by the Code of Criminal Procedure, 1973 (hereinafter referred to as „Code‟), which was not there in the earlier Code.","[6, 58]","[20, 90]","['Section 173(8)', 'Code of Criminal Procedure, 1973']","['PROVISION', 'STATUTE']"
131,The petitioner was also examined on 28.4.2014 in terms of the judgment of the Hon'ble High Court on 11.01.2013 in MACA NO. 792/2006 titled as Oriental Insurance Co. Ltd v. Ranjit Pandey & Ors.,"[36, 100, 114, 142]","[45, 110, 131, 191]","['28.4.2014', '11.01.2013', 'MACA NO. 792/2006', 'Oriental Insurance Co. Ltd v. Ranjit Pandey & Ors']","['DATE', 'DATE', 'CASE_NUMBER', 'PRECEDENT']"
132,The plaintiff has to allege and prove that all the terms of the contract are not contained in the promissory note.,[],[],[],[]
133,What the notification has in view is not a hospital who pampers those in high places but one who gives free treatment to those who find it difficult to survive let alone afford the luxury of being treated in a private hospital.,[],[],[],[]
134,"The trial Court ordered the petition and directed the 3rd defendant to pay the stamp duty and penalty on Ex.B38, and challenging the said order, a revision was filed in this Court.",[],[],[],[]
135,"However, when P.W.2 Rajesh Kumar Srivastava was examined in court, he has not stated a word about receipt of any secret information by him.",[20],[43],['Rajesh Kumar Srivastava'],['WITNESS']
136,"There is no reason to suppose that the Civil Procedure Code, the Transfer of Property Act, the Contract Act are excluded from this overriding effect given to these laws.","[39, 65, 95]","[59, 89, 107]","['Civil Procedure Code', 'Transfer of Property Act', 'Contract Act']","['STATUTE', 'STATUTE', 'STATUTE']"
137,The Returning Officer could not have been unaware of the fact that the respondent was getting a second application for recount written and he was duty bound to enable him to complete it and present it.,[],[],[],[]
138,"The tax in respect of contract carriages (omni buses) increased to Rs.1,000/- with effect from 1.4.1994; Rs.1,500/- with effect from 1.4.1996 and again to Rs.2,000/- by Tamil Nadu Motor Vehicles Taxation (Amendment) Act, 1998 (Tamil Nadu Act No.27 of 1998) with effect from 1.7.1998.","[95, 133, 169, 274]","[103, 141, 256, 282]","['1.4.1994', '1.4.1996', 'Tamil Nadu Motor Vehicles Taxation (Amendment) Act, 1998 (Tamil Nadu Act No.27 of 1998)', '1.7.1998']","['DATE', 'DATE', 'STATUTE', 'DATE']"
139,"By reason of the proviso to Sub-section (1) of Section 10 of the Nayar Act, the father is not the guardian of his minor children in respect of their tarwad property.","[28, 65]","[57, 74]","['Sub-section (1) of Section 10', 'Nayar Act']","['PROVISION', 'STATUTE']"
140,"

 ii. The bail application (M.Cr.C. No.10417/2010) of Satish Lodhi was dismissed by this Court on 26.11.2010, copy thereof was sent by the Registry on 31.12.2010 to the Sessions Judge, Jabalpur.","[29, 55, 99, 152, 170]","[50, 67, 109, 162, 194]","['M.Cr.C. No.10417/2010', 'Satish Lodhi', '26.11.2010', '31.12.2010', 'Sessions Judge, Jabalpur']","['CASE_NUMBER', 'OTHER_PERSON', 'DATE', 'DATE', 'COURT']"
141,"After the case was received by commitment, charge under Section 302 of the Indian Penal Code, against Bhup Singh, accused, and under Section 302 read with Section 34 of the Indian Penal Code, against Omeshwar and Mahender, accused, was framed, to which they pleaded not guilty, and claimed judicial trial.","[56, 75, 102, 133, 155, 173, 200, 213]","[67, 92, 112, 144, 165, 190, 208, 221]","['Section 302', 'Indian Penal Code', 'Bhup Singh', 'Section 302', 'Section 34', 'Indian Penal Code', 'Omeshwar', 'Mahender']","['PROVISION', 'STATUTE', 'PETITIONER', 'PROVISION', 'PROVISION', 'STATUTE', 'PETITIONER', 'PETITIONER']"
142,"Criminal Appeal Nos. 803, 863 and 871 of 2001 are by A-1, A-3, A-4, A-5, A-7, A-8, A-9, A-11, A-12, A-13, A-14, A-15, A-18, A-20, A-21, A-22 and A-40, challenging their conviction under Section 302 read with Section 34 and Sec.148 IPC, and the sentence of life imprisonment.","[0, 186, 208, 231]","[45, 197, 230, 234]","['Criminal Appeal Nos. 803, 863 and 871 of 2001', 'Section 302', 'Section 34 and Sec.148', 'IPC']","['CASE_NUMBER', 'PROVISION', 'PROVISION', 'STATUTE']"
143,All the same we are unable also to subscribe to the proposition that there is no trial until the accused pleads guilty or when the Magistrate proceeds to take evidence under sub-section (5) or sub-section (7) of section 251-A Cr.P.C.,"[174, 226]","[225, 233]","['sub-section (5) or sub-section (7) of section 251-A', 'Cr.P.C.']","['PROVISION', 'STATUTE']"
144,"Trial of Ram Charan was separated and trial of Jagat Pal abated due to his death during trial. 
4.Accused Mahendra, Kamla, Raju alias Raj Bahadur, Balwant were charged for offences punishable under sections 364, 302/149, 201, 342 IPC.","[9, 47, 106, 116, 123, 147, 198, 230]","[19, 56, 114, 121, 145, 154, 229, 233]","['Ram Charan', 'Jagat Pal', 'Mahendra', 'Kamla', 'Raju alias Raj Bahadur', 'Balwant', 'sections 364, 302/149, 201, 342', 'IPC']","['OTHER_PERSON', 'OTHER_PERSON', 'PETITIONER', 'PETITIONER', 'OTHER_PERSON', 'PETITIONER', 'PROVISION', 'STATUTE']"
145,The finding by this Court on Section 14(1) (e) DRCA was that the accommodation available with the landlord was more than sufficient for his needs and that he did not bonafide require the tenanted premises.,"[29, 47]","[46, 51]","['Section 14(1) (e)', 'DRCA']","['PROVISION', 'STATUTE']"
146,Annexures-O and P were produced to show that such premises was leased and rent was paid.,[],[],[],[]
147,"If that be so, it must follow that the definition of 'political sufferer' not only makes the children of such sufferers distinguishable from the rest but such a classification has a reasonable nexus with the object of the rules which can be nothing else than a fair and just distribution of seats."" 
 17.",[],[],[],[]
148,"

3. The circulars, dated March 27 and June 12, 1967, and the cabinet decisions upon which they are based are unlawful",[26],[52],"['March 27 and June 12, 1967']",['DATE']
149,"In the case of H. M. Kashiparekh & Co. Ltd. v. CIT [1960] 39 ITR 706, the Division Bench of the Bombay High Court held that it is the real income of the assessee that is liable to tax because income-tax is a tax on income.","[15, 74]","[68, 113]","['H. M. Kashiparekh & Co. Ltd. v. CIT [1960] 39 ITR 706', 'Division Bench of the Bombay High Court']","['PRECEDENT', 'COURT']"
150,it bad as it did not disclose all the questions & answers put & received must also fail.,[],[],[],[]
151,The case of the complainant as per the complaint is that complainant is a law abiding citizen of India working with M/S AVON TRIP.,[97],[102],['India'],['GPE']
152,"Even the word ""bearer"" on the cheques was not crossed out.",[],[],[],[]
153,"New heads of public policy cannot be made out as already held in R. C. Mitter & Sons' case [1959] 36 ITR 194 (SC). 
",[65],[113],"[""R. C. Mitter & Sons' case [1959] 36 ITR 194 (SC)""]",['PRECEDENT']
154,"Further, Ex.X.7, D.W.1 categorically stated that earlier they intended to enter into agreement, but later they have entered into agreement with fifth respondent.",[],[],[],[]
155,"On the other hand, defendant no.1 examined himself as DW-1, Sh.Raj Pal s/o.Sh.Ram Kishan as DW-2, Sh.Desh Raj s/o.","[63, 77, 101]","[70, 88, 109]","['Raj Pal', '.Ram Kishan', 'Desh Raj']","['WITNESS', 'OTHER_PERSON', 'WITNESS']"
156,"Another Division Bench in CWP No.4405 of 1998 titled ""Manju Jain & another Vs. Haryana Urban Development Authority & others"" decided on 02.04.1998 has followed the judgment in Aruna Luthra's case (supra) to return a finding that there is no provision in the Regulations to levy penal interest, thus, the levy of interest at the rate of 18% p.a. was set aside.","[26, 54, 136, 176]","[45, 123, 146, 188]","['CWP No.4405 of 1998', 'Manju Jain & another Vs. Haryana Urban Development Authority & others', '02.04.1998', 'Aruna Luthra']","['CASE_NUMBER', 'PRECEDENT', 'DATE', 'OTHER_PERSON']"
157,". Ram Yadav S/o Sh. Jai Kant Yadav, R/o Village Mangooda, P.S. Dhanshyampur, District Darbanga, Bihar is the complainant in the present case.","[2, 20, 40, 58, 86, 96]","[11, 34, 56, 75, 94, 101]","['Ram Yadav', 'Jai Kant Yadav', 'Village Mangooda', 'P.S. Dhanshyampur', 'Darbanga', 'Bihar']","['PETITIONER', 'OTHER_PERSON', 'GPE', 'ORG', 'GPE', 'GPE']"
158,"By the laws of England, every invasion of private property be it ever so minute, is a trespass.",[15],[22],['England'],['GPE']
159,"It is the case of the complainant that upon her persistence, the accused persons, in partial discharge of their admitted debts and liability towards the complainant, issued a cheque bearing no. 402041 dated 17.6.2011 for an amount of Rs. 1,00,000/­ drawn on Andhra Bank, Preet Vihar, New Delhi - 110002 in favour of Complainant""Fashion Link"" signed by accused Sh. Naresh Kumar Bansal.","[207, 258, 284, 364]","[216, 282, 293, 383]","['17.6.2011', 'Andhra Bank, Preet Vihar', 'New Delhi', 'Naresh Kumar Bansal']","['DATE', 'ORG', 'GPE', 'OTHER_PERSON']"
160,"The single Judge of the Mysore High Court in A. Manjundappa's case (AIR 1965 Mysore 73) (cited supra) held as under :
 ""3.","[24, 45, 68]","[41, 61, 86]","['Mysore High Court', ""A. Manjundappa's"", 'AIR 1965 Mysore 73']","['COURT', 'OTHER_PERSON', 'CASE_NUMBER']"
161,"CONCLUSION 16) It is well settled that leave to defend is granted to the tenant in case any triable issue is raised by him, which can be adjudicated by consideration of additional evidence.",[],[],[],[]
162,"The Transporter, Thiru.Iyyappan, of Palani, Didndigul District has also given a statement on 04.09.1997, endorsing that the vehicle was hired to Thiru.Karimal S/o.Kandavel, Ganesan, S/o.Sangili and Velan S/o. Subramani for the purpose of transporting sandalwood.","[17, 36, 44, 93, 145, 163, 173, 186, 198, 209]","[31, 43, 62, 103, 158, 171, 180, 193, 203, 218]","['Thiru.Iyyappan', 'Palani,', 'Didndigul District', '04.09.1997', 'Thiru.Karimal', 'Kandavel', 'Ganesan', 'Sangili', 'Velan', 'Subramani']","['OTHER_PERSON', 'GPE', 'GPE', 'DATE', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON']"
